productId,name,bias,isFavorite,purchasedBefore,timesPurchased,recentlyPurchased,storeCount,timesWasRejectedByUser,timesWasRejectedByCart,label
67fe00af9694fc7dde0826fb,"עגבניות מרוסקות, 240 גרם",1,0,0,0,0,12,0,0,0
67fe00c19694fc7dde082722,"מלפפונים בחומץ גדולים, 290 גרם",1,0,1,1,0,17,0,0,0
67fe00c19694fc7dde082724,"מלפפונים בחומץ קטנים מאוד, 290 גרם",1,0,1,1,0,14,0,0,0
67fe00c19694fc7dde082726,"מלפפונים במלח קטנים מאוד, 320 גרם",1,0,1,1,0,15,0,0,0
67fe00d39694fc7dde082747,"ביצי משק טריות M, 12 יחידות",1,0,0,0,0,15,0,0,0
67fe00e39694fc7dde082764,"ירכיים עוף טרי, מחיר לפי משקל",1,0,1,1,0,10,0,0,0
67fe00ee9694fc7dde082777,"שניצל ג'ונגל, 700 גרם",1,0,1,1,0,20,0,0,0
67fe00ef9694fc7dde08277d,"שניצל מטבעול תירס, 750 גרם",1,0,0,0,0,14,0,0,0
67fe00ef9694fc7dde082781,"שניצל אמיתי ביתי, 700 גרם",1,0,1,1,0,10,0,0,0
67fe00f69694fc7dde082794,"סוכר וניל בצלופן מימונס, 10 יחידות",1,0,0,0,0,8,0,0,0
67fe00f79694fc7dde08279c,"סוכריות מאסט ללא סוכר מנטה, 80 גרם",1,0,1,2,0,17,0,0,0
67fe00fc9694fc7dde0827bf,"שמן לתינוק, 300 מ""ל",1,0,0,0,0,5,0,0,1
67fe01439694fc7dde082828,"פתיתים על בסיס קמח תירס וקמח ואורז פנה ללא גלוטן, 340 גרם",1,0,1,1,0,7,0,0,1
67fe01579694fc7dde08284b,"לימון בלאדי, 250 גרם",1,0,1,1,0,14,0,0,0
67fe01699694fc7dde082860,"גבינה בולגרית 24%, 250 גרם",1,0,0,0,0,15,0,0,1
67fe01729694fc7dde08287d,"גבינה צהובה נעם 22%, מחיר לפי משקל",1,0,1,1,0,4,0,0,1
67fe01729694fc7dde082883,"גבינה צהובה טבעונית בטעם מוצרלה, 200 גרם",1,0,1,1,0,4,0,0,1
67fe01729694fc7dde082887,"גבינה צהובה טבעונית בטעם גבינת צ'דר, 200 גרם",1,0,0,0,0,9,0,0,1
67fe01839694fc7dde0828a2,"קטשופ מופחת סוכר גר` אסם, 690 גרם",1,0,1,1,0,13,0,0,0
67fe01839694fc7dde0828ac,"קטשופ, 750 גרם",1,0,1,2,0,21,0,0,0
67fe018a9694fc7dde0828c3,"מלח עדין, 1 ק""ג",1,0,1,1,0,15,0,0,0
67fe018b9694fc7dde0828c9,"מלח ים דק, 500 גרם",1,0,1,1,0,20,0,0,0
67fe01a29694fc7dde0828e2,"שוקולד פרה במילוי תות מגדים חלב, 100 גרם",1,0,1,1,0,25,0,0,1
67fe01a29694fc7dde0828ea,"חטיף תפוצ'יפס בטעם טבעי, 200 גרם",1,0,0,0,0,20,0,0,0
67fe01b39694fc7dde082907,"קפסולות למדיח, 50 יחידות",1,0,1,2,1,10,0,0,0
67fe01d69694fc7dde082931,"נוזל כלים סנט מוריץ עם משאבה, 1 ליטר",1,0,1,1,0,14,0,0,0
67fe01d89694fc7dde082939,"נוזל כלים 24% לימון טאצ', 750 מ""ל",1,0,1,1,0,6,0,0,0
67fe01e09694fc7dde08294c,"פטל אדום קפוא, 250 גרם",1,0,0,0,0,7,0,0,0
67fe01e09694fc7dde082952,"פטל אדום, 300 גרם",1,0,1,1,0,7,0,0,0
67fe01ea9694fc7dde082967,"קולה, 1.5 ליטר",1,0,0,0,0,22,0,0,0
67fe01ea9694fc7dde08296b,"קולה, שישיה 6 * 1.5 ליטר",1,0,1,2,0,22,0,0,0
67fe021e9694fc7dde08299d,"פרש הום תרכיז ריחני לניקוי כל סוגי הרצפות מלון מפנק, 2 ליטר",1,0,1,1,0,10,0,0,0
67fe022c9694fc7dde0829b8,"אבקת מרק ירקות השדה, 200 גרם",1,0,1,1,0,6,0,0,1
67fe022e9694fc7dde0829be,"אבקת מרק עוף אמיתי בשרי אסם, 400 גרם",1,0,1,1,0,12,0,0,0
67fe023a9694fc7dde0829d9,"קוסקוס עבה, 350 גרם",1,0,1,1,0,15,0,0,0
67fe02429694fc7dde082a00,"ספגטי מחיטה מלאה 5, 500 גרם",1,0,1,1,0,21,0,0,0
67fe024a9694fc7dde082a19,"פסטה ספגטיני 5, 500 גרם",1,0,1,1,0,17,0,0,1
67fe024a9694fc7dde082a21,"פסטה פוזילי, 500 גרם",1,0,1,1,0,14,0,0,1
67fe026f9694fc7dde082a70,תפוח אדמה לבן ארוז פרימיום,1,0,1,1,0,7,0,0,1
67fe026f9694fc7dde082a74,"תפוח אדמה אדום בתפזורת, מחיר לפי משקל",1,0,1,1,0,4,0,0,1
67fe027b9694fc7dde082a8d,"גזר גמדי מוקפא, 800 גרם",1,0,0,0,0,15,0,0,0
67fe027b9694fc7dde082a8f,"גזר גמדי, 800 גרם",1,0,1,1,0,14,0,0,0
67fe027b9694fc7dde082a93,"גזר צבעוני, 600 גרם",1,0,1,1,0,13,0,0,0
67fe028b9694fc7dde082ab4,"עוגה בטעם תפוח, 350 גרם",1,0,1,1,0,8,0,0,1
67fe02b39694fc7dde082acb,"עוגיה בראני בראוניס, 85 גרם",1,0,0,0,0,9,0,0,0
67fe02d39694fc7dde082afd,"ביסלי ברביקיו, 200 גרם",1,0,1,1,0,15,0,0,0
67fe02d39694fc7dde082b01,"ביסלי ברביקיו במבה מיקס, 70 גרם",1,0,1,2,0,11,0,0,0
67fe03259694fc7dde082b5e,"תפומצה מקמח תפו""א, 300 גרם",1,0,1,2,0,8,0,0,0
67fe03e69694fc7dde082c89,"טורטיה ראפ מקמח תירס 450, 540 גרם",1,0,1,2,1,7,0,0,0
67fe04199694fc7dde082ced,קיסמי מברשת דו צדדיים,1,0,1,2,0,4,0,0,0
67fe04369694fc7dde082d59,"עדשים ירוקות, 1 ק""ג",1,0,1,2,1,5,0,0,0
67fe066e9694fc7dde0831db,"נוטלה גו, 52 גרם",1,0,1,2,0,20,0,0,0
67fe06c39694fc7dde08323b,"רוטב עגבניות מרוכז, 240 גרם",1,0,1,2,0,21,0,0,0
67fe077c9694fc7dde08336c,"דנונה מולטי יוגורט עם תפוח 3%, 200 גרם",1,0,1,2,1,8,0,0,1
67fe07d79694fc7dde083442,"ופל במילוי קרם קקאו בציפוי שוקולד, רביעיה 4 * 24 גרם",1,0,1,2,0,4,0,0,1
67fe08e49694fc7dde0835ee,"קרם ידיים וציפורניים אפקטיב קר, 150 מ""ל",1,0,1,2,1,8,0,0,0
67fe099a9694fc7dde083857,"גבינת ריקוטה למריחה טבעית 5%, 200 גרם",1,0,1,2,0,16,0,0,0
67fe09b79694fc7dde0838c9,"כמון טחון בשקית מימון, 50 גרם",1,0,1,2,0,9,0,0,0
67fe0a119694fc7dde083a63,"מי פה מנטה מרענן, 500 מ""ל",1,0,1,2,0,10,0,0,0
67fe0a119694fc7dde083a65,"מי פה ירוק, 150 מ""ל",1,0,1,2,0,9,0,0,0
67fe0a209694fc7dde083aca,"שקיות אשפה לפחים ענקיים עם שרוך XL, זוג 2 * 10 יחידות",1,0,1,2,0,15,0,0,0
67d402bb8f727e0419ca02a8,"במבה פרו, 80 גרם",1,0,1,1,0,9,0,0,0
67fe0a429694fc7dde083b17,"סופרים מזון יבש לגור חתול עוף, 2 ק""ג",1,0,1,1,0,7,0,0,0
67fe093f9694fc7dde0836d6,"תבלין שום גבישי, 120 גרם",1,0,1,1,0,6,0,0,0
67fe03c79694fc7dde082c6e,"בורקס פיצה ללא גלוטן, 500 גרם",1,0,1,1,0,8,0,0,0
67fe05339694fc7dde082f92,"מגבוני טואלט לחים, שלישיה 3 * 48 יחידות",1,0,1,1,0,18,0,0,0
67fcd13ea94f1553e3728a93,"שקדי מרק, 100 גרם",1,0,1,1,0,4,0,0,0
67fe0f359694fc7dde083b90,"המבורגר אנגוס קלאסי, זוג 2 * 150 גרם",1,0,1,1,0,4,0,0,0
67fe0a429694fc7dde083b15,"חול חתולים ירוק בניחוח מרענן, 6 ליטר",1,0,1,1,0,4,0,0,0
67fe028b9694fc7dde082ab6,"עוגה פלומביר, 750 גרם",1,0,1,1,0,1,0,0,0
67fe037f9694fc7dde082bfa,"זיתים ירוקים שלמים גדולים, 340 גרם",1,0,1,1,0,12,0,0,0
